"","Incident_Nr","TimeReported","Activity","Disposition","Officer","Location"
"11534",200000025389,"5/15/2020  1:46:53 PM","Supplement","No Report","Allen, Ashley","2300 S IH 35"
"11535",200000025393,"5/15/2020  2:04:38 PM","Wanted Person","No Report","Lobo, Kyle","2250 Clovis Barker Rd"
"11536",200000025396,"5/15/2020  2:11:11 PM","Attempt to Locate","No Report","","207 SB"
"11537",200000025397,"5/15/2020  2:18:02 PM","Viol City Ordinance","Citation Issued","Stapp, Cole","601 S C M Allen Pkwy"
"11538",200000025398,"5/15/2020  2:22:17 PM","Disturbance - Verbal","No Report","Allen, Ashley","1309 Christopher St"
"11539",200000025401,"5/15/2020  2:30:39 PM","Information","No Report","Charleswell, Eric","702 Bracewood Cir"
"11540",200000025402,"5/15/2020  2:34:37 PM","Assist Outside Agency","Cancelled","","2301 N IH 35"
"11541",200000025404,"5/15/2020  2:36:15 PM","Supplement","No Report","Charleswell, Eric","2300 S IH 35"
"11542",200000025405,"5/15/2020  2:41:19 PM","Assist Outside Agency","No Report","Castillo, DJ","208 NB"
"11543",200000025407,"5/15/2020  3:02:43 PM","Viol City Ordinance","Citation Issued","Locke, Loy","601 S C M Allen Pkwy"
"11544",200000025410,"5/15/2020  3:18:30 PM","Viol City Ordinance","Verbal Warning","Clark, Jacob","205 S C M Allen Pkwy"
"11545",200000025413,"5/15/2020  3:28:49 PM","Viol City Ordinance","Verbal Warning","Clark, Jacob","627 E Hopkins St"
"11546",200000025415,"5/15/2020  3:33:48 PM","Public Assist","No Report","Loring, Elizabeth","1180 Thorpe Ln"
"11547",200000025416,"5/15/2020  3:41:08 PM","Fraud","No Report","Lobo, Kyle","518 Linda Dr"
"11548",200000025417,"5/15/2020  3:44:10 PM","Suicidal Person","No Report","Bender, Joyce","2000blk Ridge View Dr"
"11549",200000025418,"5/15/2020  3:47:10 PM","Accident - Minor","Blue Form Issue","Wooten, Christopher","300 S LBJ Dr"
"11550",200000025420,"5/15/2020  4:18:06 PM","Viol City Ordinance","Verbal Warning","Clark, Jacob","600 Cape Rd"
"11551",200000025422,"5/15/2020  4:40:48 PM","Disturbance - Verbal","No Report","Dehkordi, John","Bugg Ln/Clarewood Dr"
"11552",200000025424,"5/15/2020  4:53:23 PM","Assault","Report","Lobo, Kyle","1014 Haynes St"
"11553",200000025425,"5/15/2020  5:08:30 PM","Attempt to Locate","No Report","","205 NB"
"11554",200000025426,"5/15/2020  5:18:24 PM","Supplement","No Report","Dehkordi, John","2300 S IH 35"
"11555",200000025427,"5/15/2020  5:43:08 PM","Welfare Concern","No Contact","Lobo, Kyle","E Access Rd/Hwy 80"
"11556",200000025430,"5/15/2020  6:15:03 PM","Sexual Assault","Report","Dehkordi, John","1301 Wonder World Dr"
"11557",200000025432,"5/15/2020  6:16:10 PM","Disturbance - Phys/Fight","Arrest","Dehkordi, John","1015 Hwy 80"
"11558",200000025433,"5/15/2020  6:16:54 PM","Disturbance - Phys/Fight","No Report","","1600blk River Rd"
"11559",200000025434,"5/15/2020  6:24:42 PM","Investigation","No Report","Lee, Don","2300 S IH 35"
"11560",200000025437,"5/15/2020  6:50:36 PM","Disturbance - Verbal","No Report","Loring, Elizabeth","400 Linda Dr"
"11561",200000025438,"5/15/2020  6:55:24 PM","Attempt to Locate","No Report","","202 SB"
"11562",200000025439,"5/15/2020  7:14:40 PM","Violation Of Order","No Report","","242 N LBJ Dr"
"11563",200000025442,"5/15/2020  7:41:50 PM","Investigation","No Report","Collier, Greg","E Access Rd/Blanco River"
"11564",200000025443,"5/15/2020  7:45:38 PM","Theft","Citation Issued","Williamson, Jamie","1015 Hwy 80"
"11565",200000025447,"5/15/2020  8:11:27 PM","Weapon Concern","No Report","Willdigg, Lucas","934 N IH 35"
"11566",200000025451,"5/15/2020  8:31:20 PM","Supplement","No Report","Williamson, Jamie","2300 S IH 35"
"11567",200000025452,"5/15/2020  8:34:56 PM","Welfare Concern","No Report","Contreras, Ysidro","625 E Hopkins St"
"11568",200000025453,"5/15/2020  8:36:09 PM","Accident - Hit and Run","Report","Collier, Greg","E Access Rd/Hwy 80"
"11569",200000025461,"5/15/2020  9:09:36 PM","Attempt to Locate","No Contact","","206 NB"
"11570",200000025471,"5/15/2020  10:04:51 PM","Disturbance - Verbal","No Report","Melendrez, Jacinto","209 N IH 35"
"11571",200000025472,"5/15/2020  10:14:07 PM","Public Assist","No Contact","Scott, Charles","310 Mary St"
"11572",200000025473,"5/15/2020  10:20:09 PM","Trespassing/Unwanted","Cancelled","","101 University Dr"
"11573",200000025475,"5/15/2020  10:25:25 PM","Suspicious Vehicle","Arrest","Willdigg, Lucas","University Dr/Moon St"
"11574",200000025476,"5/15/2020  10:28:52 PM","Disturbance - Noise","Unfounded","Melendrez, Jacinto","1441 Leah Ave"
"11575",200000025477,"5/15/2020  10:45:05 PM","Attempt to Locate","No Report","","208 SB"
"11576",200000025478,"5/15/2020  10:49:25 PM","Assist Outside Agency","No Report","Loring, Elizabeth","207 SB"
"11577",200000025481,"5/15/2020  11:04:48 PM","Barking Dog","Not Verified","Collier, Greg","1900blk Pecan St"
"11578",200000025482,"5/15/2020  11:05:51 PM","Disturbance - Noise","No Report","Melendrez, Jacinto","1640 Aquarena Springs Dr"
"11579",200000025483,"5/15/2020  11:10:06 PM","Disturbance - Noise","Verbal Warning","Anderson, Dillan","1410 N LBJ Dr"
"11580",200000025491,"5/15/2020  11:37:18 PM","Suspicious Circumstances","No Report","Melendrez, Jacinto","1701 Mill St"
"11581",200000025494,"5/16/2020  12:03:23 AM","Assist Outside Agency","No Report","","1409 N Bishop St"
"11582",200000025498,"5/16/2020  12:33:06 AM","Disturbance - Noise","Verbal Warning","Williamson, Jamie","1250 Sadler Dr"
"11583",200000025501,"5/16/2020  12:55:12 AM","Accident - Unknown","Arrest","Williamson, Jamie","1200blk W San Antonio St"
"11584",200000025503,"5/16/2020  1:23:38 AM","Supplement","No Report","Willdigg, Lucas","1307 Uhland Rd"
"11585",200000025504,"5/16/2020  1:32:20 AM","Trespassing/Unwanted","Arrest","Melendrez, Jacinto","217 Hoya Ln"
"11586",200000025506,"5/16/2020  1:39:15 AM","Flagged Down","No Report","Loring, Elizabeth","400blk Wonder World Dr"
"11587",200000025510,"5/16/2020  2:05:53 AM","Suspicious Vehicle","No Report","Foster, Norman","1802 N IH 35"
"11588",200000025511,"5/16/2020  2:23:22 AM","Suspicious Circumstances","No Report","Willdigg, Lucas","1900 Aquarena Springs Dr"
"11589",200000025515,"5/16/2020  2:58:34 AM","Suspicious Circumstances","No Report","Willdigg, Lucas","1980 Aquarena Springs Dr"
"11590",200000025516,"5/16/2020  3:29:10 AM","Disturbance - Verbal","Report","Willdigg, Lucas","109 West Ave"
"11591",200000025519,"5/16/2020  3:36:11 AM","Investigation","No Report","Williamson, Jamie","100blk Trestle Tree"
"11592",200000025520,"5/16/2020  4:03:20 AM","Discharged Firearm","No Report","Foster, Norman","1350 N LBJ Dr"
"11593",200000025525,"5/16/2020  6:17:01 AM","Disturbance - Phys/Fight","Report","Lobo, Kyle","1354 Thorpe Ln"
"11594",200000025532,"5/16/2020  7:24:27 AM","Accident - Major/Injury","No Report","Charleswell, Eric","200 N IH 35"
"11595",200000025536,"5/16/2020  8:41:45 AM","Fraud","Report","Allen, Ashley","1113 N IH 35"
"11596",200000025544,"5/16/2020  10:01:29 AM","Flagged Down","No Report","Allen, Ashley","1071 Wonder World Dr"
"11597",200000025548,"5/16/2020  10:20:02 AM","Information","No Report","Lobo, Kyle","2300 S IH 35"
"11598",200000025552,"5/16/2020  10:43:08 AM","Theft","Report","Marroquin, Christopher","1701 N IH 35"
"11599",200000025556,"5/16/2020  11:26:46 AM","Animal Call","Ref Oth Agncy","Marroquin, Christopher","1050 McKinley Place Dr"
"11600",200000025557,"5/16/2020  11:28:33 AM","Information","No Report","","2300 S IH 35"
"11601",200000025558,"5/16/2020  11:30:27 AM","Burglary - Vehicle","Report","Castillo, DJ","2131 N IH 35"
"11602",200000025559,"5/16/2020  11:46:18 AM","Vehicle Theft","Report","Marroquin, Christopher","1631 Aquarena Springs Dr"
"11603",200000025560,"5/16/2020  11:55:10 AM","Disturbance - Noise","Not Verified","Fischer, Vincent","1205 Conway Dr"
"11604",200000025561,"5/16/2020  11:58:07 AM","Supplement","No Report","Charleswell, Eric","625 Commercial Lp"
"11605",200000025563,"5/16/2020  12:12:23 PM","Trespassing/Unwanted","No Report","Lobo, Kyle","211 W Grove St"
"11606",200000025564,"5/16/2020  12:20:23 PM","Fraud","No Report","Daenzer, Matthew","1617 Post Rd"
"11607",200000025567,"5/16/2020  12:55:22 PM","Attempt to Locate","Ref Oth Agncy","Daenzer, Matthew","207 SB"
"11608",200000025568,"5/16/2020  12:55:37 PM","Attempt to Locate","Ignore","","207 SB"
"11609",200000025569,"5/16/2020  12:56:49 PM","Trespassing/Unwanted","Cancelled","","415 N LBJ Dr"
"11610",200000025570,"5/16/2020  1:04:14 PM","Theft","Multiple Arrest","Fischer, Vincent","1015 Hwy 80"
"11611",200000025571,"5/16/2020  1:06:10 PM","Viol City Ordinance","Citation Issued","Soane, Joseph","555 Cheatham St"
"11612",200000025573,"5/16/2020  1:08:58 PM","Investigation","Citation Issued","Leclerc, Kevin","400 E Hopkins St"
"11613",200000025575,"5/16/2020  1:16:43 PM","Public Assist","No Report","Allen, Ashley","250 Charles Austin Dr"
"11614",200000025580,"5/16/2020  1:39:04 PM","Attempt to Locate","No Report","Charleswell, Eric","Hunter Rd/E McCarty Ln"
"11615",200000025582,"5/16/2020  1:53:51 PM","Criminal Mischief","Blue Form Issue","Charleswell, Eric","512 Craddock Ave"
"11616",200000025584,"5/16/2020  1:57:59 PM","Investigation","Verbal Warning","Soane, Joseph","E Access Rd/Black Pipe"
"11617",200000025585,"5/16/2020  2:17:58 PM","Suspicious Vehicle","No Report","Marroquin, Christopher","202 Hay Barn St"
"11618",200000025586,"5/16/2020  2:26:50 PM","Disturbance - Noise","Unfounded","Daenzer, Matthew","102 Knox St"
"11619",200000025590,"5/16/2020  2:51:50 PM","Attempt to Locate","No Report","Charleswell, Eric","500blk W MLK Dr"
"11620",200000025591,"5/16/2020  2:53:55 PM","Animal Call","No Report","Daenzer, Matthew","302 Porter St"
"11621",200000025593,"5/16/2020  3:09:45 PM","Assault","Report","Allen, Ashley","215 W MLK Dr"
"11622",200000025594,"5/16/2020  3:16:36 PM","Threat","No Report","Dehkordi, John","111 Teron Dr"
"11623",200000025595,"5/16/2020  3:17:48 PM","Burglary - Habitation","Report","Marroquin, Christopher","1441 Leah Ave"
"11624",200000025596,"5/16/2020  3:33:30 PM","Investigation","Citation Issued","Soane, Joseph","600 Cape Rd"
"11625",200000025598,"5/16/2020  3:46:18 PM","Viol City Ordinance","Citation Issued","Soane, Joseph","600 Cape Rd"
"11626",200000025603,"5/16/2020  4:41:09 PM","Accident - Hit and Run","No Report","Scott, Charles","513 Moore St"
"11627",200000025604,"5/16/2020  4:42:20 PM","Viol City Ordinance","No Report","Willdigg, Lucas","650 River Rd"
"11628",200000025609,"5/16/2020  5:17:50 PM","Attempt to Locate","Verbal Warning","Seals, Bradley","208 SB"
"11629",200000025613,"5/16/2020  5:49:23 PM","Burglary - Vehicle","Report","Dehkordi, John","203 Valero Dr"
"11630",200000025614,"5/16/2020  5:51:27 PM","Trespassing/Unwanted","No Report","Willdigg, Lucas","650 River Rd"
"11631",200000025616,"5/16/2020  5:53:30 PM","Suspicious Person","No Contact","Contreras, Ysidro","Wonder World Dr/Stagecoach Trl"
"11632",200000025618,"5/16/2020  5:56:40 PM","Barking Dog","No Report","Wooten, Christopher","642 Mill St"
"11633",200000025619,"5/16/2020  5:58:22 PM","Assault","Arrest","Loring, Elizabeth","1418 S IH 35"
"11634",200000025620,"5/16/2020  6:04:06 PM","Suspicious Circumstances","No Report","Willdigg, Lucas","321 Silo St"
"11635",200000025621,"5/16/2020  6:09:59 PM","Attempt to Locate","No Contact","","E Access Rd/Hwy 80"
"11636",200000025623,"5/16/2020  6:18:18 PM","Civil Standby","No Report","Wooten, Christopher","1800 Post Rd"
"11637",200000025625,"5/16/2020  6:25:32 PM","Investigation","No Report","Seals, Bradley","802 N LBJ Dr"
"11638",200000025630,"5/16/2020  6:37:37 PM","Disturbance - Verbal","No Report","Willdigg, Lucas","1031 Bandera St"
"11639",200000025632,"5/16/2020  6:47:24 PM","Public Assist","No Report","Dehkordi, John","1301 Wonder World Dr"
"11640",200000025633,"5/16/2020  6:58:11 PM","Welfare Concern","Arrest","Willdigg, Lucas","117 N Mitchell Ave"
"11641",200000025635,"5/16/2020  7:01:55 PM","Public Assist","No Report","","117 N Mitchell Ave"
"11642",200000025637,"5/16/2020  7:12:47 PM","Disturbance - Noise","Cancelled","Loring, Elizabeth","1610 N IH 35"
"11643",200000025642,"5/16/2020  7:20:09 PM","Welfare Concern","No Report","Foster, Norman","1001 E McCarty Ln"
"11644",200000025643,"5/16/2020  7:26:07 PM","Disturbance - Verbal","No Report","Seals, Bradley","423 Parker Dr"
"11645",200000025645,"5/16/2020  7:30:34 PM","Public Assist","No Report","Cormier, Jayson","600 Wonder World Dr"
"11646",200000025647,"5/16/2020  7:47:22 PM","Disturbance - Noise","Verbal Warning","Willdigg, Lucas","500blk Parker Dr"
"11647",200000025649,"5/16/2020  7:50:00 PM","Directed/Area Enforcement","No Report","Tennant, Casey","W Hopkins St/Moore St"
"11648",200000025653,"5/16/2020  8:13:49 PM","Disturbance - Verbal","No Report","Willdigg, Lucas","1309 Christopher St"
"11649",200000025659,"5/16/2020  8:25:40 PM","Barking Dog","No Contact","Tennant, Casey","1818 Old Ranch Road 12"
"11650",200000025661,"5/16/2020  8:28:28 PM","Flagged Down","No Report","Tennant, Casey","500 W Hopkins St"
"11651",200000025663,"5/16/2020  8:36:47 PM","Flagged Down","No Report","Willdigg, Lucas","3209 N IH 35"
"11652",200000025664,"5/16/2020  8:46:06 PM","Trespassing/Unwanted","Warning","Melendrez, Jacinto","310 N IH 35"
"11653",200000025666,"5/16/2020  8:48:16 PM","Attempt to Locate","Multiple Arrest","Willdigg, Lucas","Hwy 80/Hwy 21"
"11654",200000025667,"5/16/2020  8:48:49 PM","Investigation","No Report","Collier, Greg","E Access Rd/Blanco River"
"11655",200000025668,"5/16/2020  9:07:38 PM","Discharged Firearm","No Report","Williamson, Jamie","191 Cotter Ave"
"11656",200000025670,"5/16/2020  9:20:35 PM","Disturbance - Verbal","No Report","Loring, Elizabeth","1111 Avalon Ave"
"11657",200000025672,"5/16/2020  9:24:25 PM","Disturbance - Noise","No Report","","500blk Parker Dr"
"11658",200000025673,"5/16/2020  9:33:46 PM","Attempt to Locate","No Contact","Anderson, Dillan","210 SB"
"11659",200000025675,"5/16/2020  9:36:53 PM","Assault","Arrest","Foster, Norman","1301 Wonder World Dr"
"11660",200000025677,"5/16/2020  9:59:04 PM","Alarm - Robbery","False Alarm","Melendrez, Jacinto","1503 River Rd"
"11661",200000025680,"5/16/2020  10:11:22 PM","Attempt to Locate","No Report","","1980 Aquarena Springs Dr"
"11662",200000025681,"5/16/2020  10:15:40 PM","Suspicious Package","No Report","Collier, Greg","707 Uhland Rd"
"11663",200000025682,"5/16/2020  10:15:45 PM","Disturbance - Verbal","No Report","Willdigg, Lucas","650 River Rd"
"11664",200000025685,"5/16/2020  10:23:46 PM","Disturbance - Noise","Verbal Warning","Foster, Norman","137 Tallow Trl"
"11665",200000025686,"5/16/2020  10:27:51 PM","Disturbance - Verbal","No Report","Greenwood, Amy","158 Alhambra Dr"
"11666",200000025688,"5/16/2020  10:33:13 PM","Barking Dog","No Report","Seals, Bradley","1900blk Pecan"
"11667",200000025689,"5/16/2020  10:33:29 PM","Attempt to Locate","No Contact","Collier, Greg","206 NB"
"11668",200000025691,"5/16/2020  10:59:13 PM","Disturbance - Noise","No Report","Willdigg, Lucas","650 River Rd"
"11669",200000025693,"5/16/2020  11:10:26 PM","Disturbance - Verbal","No Report","Williamson, Jamie","601 River Rd"
"11670",200000025696,"5/16/2020  11:19:09 PM","Disturbance - Noise","Verbal Warning","Willdigg, Lucas","1701 Mill St"
"11671",200000025697,"5/16/2020  11:21:03 PM","Disturbance - Noise","Verbal Warning","Tennant, Casey","109 Craddock Ave"
"11672",200000025698,"5/16/2020  11:22:21 PM","Disturbance - Noise","Unfounded","Poorboy, Duwayne","1415 Craddock Ave"
"11673",200000025700,"5/16/2020  11:22:56 PM","Disturbance - Noise","Verbal Warning","Anderson, Dillan","900 Peques St"
"11674",200000025701,"5/16/2020  11:30:41 PM","Suspicious Person","No Report","Greenwood, Amy","201 Telluride St"
"11675",200000025704,"5/16/2020  11:37:02 PM","Disturbance - Noise","Unfounded","Foster, Norman","137 Tallow Trl"
"11676",200000025706,"5/16/2020  11:43:13 PM","Disturbance - Noise","Unfounded","Foster, Norman","200blk Tallow Trl"
"11677",200000025707,"5/16/2020  11:49:17 PM","Disturbance - Noise","Verbal Warning","Anderson, Dillan","1350 N LBJ Dr"
"11678",200000025709,"5/16/2020  11:53:52 PM","Disturbance - Verbal","Unfounded","Dehkordi, John","1000blk Marlton St"
"11679",200000025710,"5/16/2020  11:56:15 PM","Civil Standby","No Report","Greenwood, Amy","1800 Post Rd"
"11680",200000025711,"5/17/2020  12:02:29 AM","Disturbance - Noise","Verbal Warning","Greenwood, Amy","1629 Post Rd"
"11681",200000025713,"5/17/2020  12:12:28 AM","Disturbance - Noise","Verbal Warning","Greenwood, Amy","1980 Aquarena Springs Dr"
"11682",200000025714,"5/17/2020  12:19:09 AM","Assist Outside Agency","No Report","Anderson, Dillan","204 SB"
"11683",200000025715,"5/17/2020  12:20:48 AM","Disturbance - Noise","Verbal Warning","Greenwood, Amy","1980 Aquarena Springs Dr"
"11684",200000025717,"5/17/2020  12:24:49 AM","Disturbance - Noise","Verbal Warning","Willdigg, Lucas","956 Field St"
"11685",200000025719,"5/17/2020  12:41:57 AM","Assist Outside Agency","No Report","Loring, Elizabeth","209 N IH 35"
"11686",200000025720,"5/17/2020  12:43:31 AM","Disturbance - Verbal","No Report","Foster, Norman","273 Cordero Dr"
"11687",200000025721,"5/17/2020  12:46:22 AM","Disturbance - Phys/Fight","Arrest","Melendrez, Jacinto","1201 Thorpe Ln"
"11688",200000025722,"5/17/2020  12:47:16 AM","Disturbance - Verbal","No Report","Willdigg, Lucas","100 Dolly St"
"11689",200000025723,"5/17/2020  12:51:46 AM","Assist Outside Agency","No Report","Collier, Greg","205 SB"
"11690",200000025724,"5/17/2020  12:57:00 AM","Suspicious Circumstances","No Report","Greenwood, Amy","201 Telluride St"
"11691",200000025725,"5/17/2020  1:08:08 AM","Disturbance - Noise","Unfounded","Foster, Norman","400 Linda Dr"
"11692",200000025726,"5/17/2020  1:14:06 AM","Disturbance - Noise","Verbal Warning","Willdigg, Lucas","101 Cedargrove"
"11693",200000025727,"5/17/2020  1:17:49 AM","Information","No Report","","701 Bracewood Cir"
"11694",200000025728,"5/17/2020  1:25:25 AM","Accident - Minor","Arrest","Williamson, Jamie","1900blk River Rd"
"11695",200000025729,"5/17/2020  1:25:41 AM","Disturbance - Noise","Verbal Warning","Willdigg, Lucas","112 Cedargrove"
"11696",200000025730,"5/17/2020  1:32:17 AM","Disturbance - Noise","Verbal Warning","Collier, Greg","201 Telluride St"
"11697",200000025731,"5/17/2020  1:34:21 AM","Disturbance - Noise","Verbal Warning","Tennant, Casey","114 Cedargrove"
"11698",200000025734,"5/17/2020  1:57:28 AM","Suspicious Person","No Report","Greenwood, Amy","201 Telluride St"
"11699",200000025735,"5/17/2020  2:06:32 AM","Disturbance - Phys/Fight","No Report","Foster, Norman","1410 N LBJ Dr"
"11700",200000025736,"5/17/2020  2:13:16 AM","Disturbance - Verbal","No Report","Rudolph, Joshua","409 Patricia Dr"
"11701",200000025737,"5/17/2020  2:15:05 AM","Disturbance - Phys/Fight","Citation Issued","Greenwood, Amy","201 Telluride St"
"11702",200000025738,"5/17/2020  2:30:43 AM","Assist Outside Agency","Report","Greenwood, Amy","204 SB"
"11703",200000025741,"5/17/2020  2:49:27 AM","Disturbance - Noise","Verbal Warning","Foster, Norman","200 Springtown Way"
"11704",200000025742,"5/17/2020  2:58:23 AM","Welfare Concern","No Report","Greenwood, Amy","2300blk N IH 35"
"11705",200000025744,"5/17/2020  3:10:23 AM","Disturbance - Noise","Unfounded","Williamson, Jamie","1415 Craddock Ave"
"11706",200000025747,"5/17/2020  3:24:30 AM","Foot Patrol","No Report","Poorboy, Duwayne","1415 Craddock Ave"
"11707",200000025749,"5/17/2020  3:29:47 AM","Welfare Concern","No Report","Tennant, Casey","W Wonder World Dr/Craddock Ave"
"11708",200000025756,"5/17/2020  4:00:50 AM","Suspicious Vehicle","No Report","Williamson, Jamie","108 N IH 35"
"11709",200000025757,"5/17/2020  4:12:48 AM","Suspicious Person","No Report","Melendrez, Jacinto","1410 N LBJ Dr"
"11710",200000025762,"5/17/2020  6:17:10 AM","Suspicious Person","No Report","Lobo, Kyle","2004 Lisa Ln"
"11711",200000025763,"5/17/2020  6:20:02 AM","Suspicious Vehicle","Red Tagged","Greenwood, Amy","Saddle Run Way/E Access Rd"
"11712",200000025764,"5/17/2020  6:22:32 AM","Disturbance - Noise","Unfounded","Williamson, Jamie","109 Smith Ln"
"11713",200000025766,"5/17/2020  6:53:04 AM","Disturbance - Verbal","Cancelled","","706 Centre St"
"11714",200000025767,"5/17/2020  6:58:03 AM","Suspicious Vehicle","No Report","Daenzer, Matthew","E Access Rd/Black Pipe"
"11715",200000025770,"5/17/2020  7:05:19 AM","Welfare Concern","Arrest","Anderson, Dillan","730 E Hopkins St"
"11716",200000025771,"5/17/2020  7:12:35 AM","Mental Health Invest","Report","Allen, Ashley","1300blk N IH 35"
"11717",200000025777,"5/17/2020  7:58:28 AM","Suspicious Person","Verbal Warning","Marroquin, Christopher","1005 Hwy 80"
"11718",200000025783,"5/17/2020  8:46:30 AM","Assist Outside Agency","No Report","Allen, Ashley","208 SB"
"11719",200000025784,"5/17/2020  8:51:08 AM","Fraud","No Report","Charleswell, Eric","144 Coers Dr"
"11720",200000025785,"5/17/2020  8:55:48 AM","Information","No Report","","Hwy 80/Old Bastrop"
"11721",200000025787,"5/17/2020  9:33:52 AM","Welfare Concern","No Report","Castillo, DJ","1900 Aquarena Springs Dr"
"11722",200000025788,"5/17/2020  9:37:15 AM","Discharged Firearm","No Report","Fischer, Vincent","Wonder World Dr/W Access Rd"
"11723",200000025789,"5/17/2020  9:38:08 AM","Foot Patrol","No Report","Mazon, Joshua","2106 Hunter Rd"
"11724",200000025794,"5/17/2020  10:33:12 AM","Information","No Report","Lobo, Kyle","2300 S IH 35"
"11725",200000025796,"5/17/2020  10:46:10 AM","Disturbance - Phys/Fight","Arrest","Marroquin, Christopher","1350 Wonder World Dr"
"11726",200000025797,"5/17/2020  10:57:01 AM","Public Assist","No Report","Castillo, DJ","1350 Sadler Dr"
"11727",200000025798,"5/17/2020  11:00:24 AM","Animal Call","No Report","Castillo, DJ","205 NB"
"11728",200000025799,"5/17/2020  11:07:04 AM","Civil Standby","No Report","Lobo, Kyle","111 Teron Dr"
"11729",200000025804,"5/17/2020  11:45:49 AM","Property - Lost/Found/Imp","No Report","Castillo, DJ","705 River Rd"
"11730",200000025805,"5/17/2020  11:47:51 AM","Viol City Ordinance","Verbal Warning","Mazon, Joshua","555 Cheatham St"
"11731",200000025809,"5/17/2020  12:19:55 PM","Investigation","No Report","Mazon, Joshua","700 Cheatham St"
"11732",200000025810,"5/17/2020  12:21:30 PM","Accident - Minor","No Report","Charleswell, Eric","1500blk Old Ranch Road 12"
"11733",200000025812,"5/17/2020  12:45:47 PM","Suicidal Person","No Report","Lobo, Kyle","1701 N IH 35"
"11734",200000025813,"5/17/2020  12:45:56 PM","Viol City Ordinance","No Report","Mazon, Joshua","700 Cheatham St"
"11735",200000025815,"5/17/2020  1:02:32 PM","Welfare Concern","No Report","Charleswell, Eric","1404 Clarewood Dr"
"11736",200000025819,"5/17/2020  1:13:40 PM","Criminal Mischief","No Report","","Saddle Run Way/E Access Rd"
"11737",200000025820,"5/17/2020  1:22:05 PM","Viol City Ordinance","No Report","Mazon, Joshua","4440 S Old Stagecoach Rd"
"11738",200000025821,"5/17/2020  1:32:17 PM","Viol City Ordinance","Citation Issued","Leclerc, Kevin","627 E Hopkins St"
"11739",200000025826,"5/17/2020  1:46:47 PM","Viol City Ordinance","Citation Issued","Mazon, Joshua","627 E Hopkins St"
"11740",200000025827,"5/17/2020  1:47:55 PM","Criminal Mischief","Cancelled","","289 Silver Peak Dr"
"11741",200000025828,"5/17/2020  1:54:37 PM","Attempt to Locate","No Report","","201 NB"
"11742",200000025832,"5/17/2020  2:14:20 PM","Public Assist","No Report","Lobo, Kyle","2300 S IH 35"
"11743",200000025833,"5/17/2020  2:15:29 PM","Disturbance - Noise","Verbal Warning","Fischer, Vincent","706 Barbara Dr"
"11744",200000025834,"5/17/2020  2:20:15 PM","Welfare Concern","No Report","Fischer, Vincent","1103 Hwy 80"
"11745",200000025836,"5/17/2020  2:25:32 PM","Investigation","Citation Issued","Soane, Joseph","606 River Rd"
"11746",200000025837,"5/17/2020  2:26:33 PM","Viol City Ordinance","Citation Issued","McCosh, Samuel","606 River Rd"
"11747",200000025838,"5/17/2020  2:37:55 PM","Viol City Ordinance","Citation Issued","Soane, Joseph","600 Cape Rd"
"11748",200000025839,"5/17/2020  2:45:00 PM","Unauth Use Vehicle","Cancelled","","414 Sarah St"
"11749",200000025841,"5/17/2020  2:58:49 PM","Welfare Concern","No Report","Allen, Ashley","E Access Rd/Blanco River"
"11750",200000025842,"5/17/2020  2:59:59 PM","Investigation","Citation Issued","Soane, Joseph","600 Cape Rd"
"11751",200000025843,"5/17/2020  3:06:06 PM","Viol City Ordinance","Citation Issued","Mazon, Joshua","601 S C M Allen Pkwy"
"11752",200000025847,"5/17/2020  3:25:22 PM","Information","No Report","","206 SB"
"11753",200000025851,"5/17/2020  3:35:38 PM","Investigation","Citation Issued","Soane, Joseph","555 Cheatham St"
"11754",200000025855,"5/17/2020  3:58:48 PM","Viol City Ordinance","Citation Issued","Mazon, Joshua","600 Cape Rd"
"11755",200000025856,"5/17/2020  4:04:39 PM","Attempt to Locate","No Report","Charleswell, Eric","206 SB"
"11756",200000025862,"5/17/2020  4:56:32 PM","Information","No Report","Leclerc, Kevin","555 Cheatham St"
"11757",200000025863,"5/17/2020  5:01:21 PM","Assault","No Report","Dehkordi, John","4015 S IH 35"
"11758",200000025866,"5/17/2020  5:32:29 PM","Viol City Ordinance","Verbal Warning","Mazon, Joshua","555 Cheatham St"
"11759",200000025867,"5/17/2020  5:35:11 PM","Information","No Report","","600 Cape Rd"
"11760",200000025870,"5/17/2020  5:41:26 PM","Attempt to Locate","No Contact","Dehkordi, John","204 SB"
"11761",200000025873,"5/17/2020  5:55:48 PM","Criminal Mischief","No Report","Scott, Charles","200 Robbie Ln"
"11762",200000025874,"5/17/2020  6:00:25 PM","Animal Call","No Report","","1500blk Centerpoint Rd"
"11763",200000025875,"5/17/2020  6:02:22 PM","Theft","Arrest","Willdigg, Lucas","1015 Hwy 80"
"11764",200000025876,"5/17/2020  6:02:35 PM","Attempt to Locate","No Report","","Hwy 80/Hwy 21"
"11765",200000025877,"5/17/2020  6:15:02 PM","Supplement","Arrest","Cormier, Jayson","1111 Avalon Ave"
"11766",200000025878,"5/17/2020  6:20:10 PM","Information","Cancelled","","2300 S IH 35"
"11767",200000025880,"5/17/2020  6:27:42 PM","Supplement","No Report","Scott, Charles","2300 S IH 35"
"11768",200000025882,"5/17/2020  6:43:52 PM","Narcotics/Information","No Report","Dehkordi, John","1250 Sadler Dr"
