Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
170000031985,Fri May 05 17:43:45 CDT 2017,Public Intoxication,Arrest,"Daenzer, Matthew",921 Aquarena Springs Dr
170000031987,Fri May 05 17:52:45 CDT 2017,Theft,Detention Juv,"Tureaud, Benjamin",1015 Hwy 80
170000031989,Fri May 05 17:57:08 CDT 2017,Accident - Minor,Blue Form Issue,"Tennant, Casey",2300 S IH 35
170000031990,Fri May 05 17:59:05 CDT 2017,Accident - Minor,Report,"Sarver, Stephen",204 NB
170000031994,Fri May 05 18:05:49 CDT 2017,Disturbance - Phys/Fight,No Report,"Beller, Paul",650 River Rd
170000031996,Fri May 05 18:14:27 CDT 2017,Civil Matter,No Report,"Sarver, Stephen",1800 Post Rd
170000031997,Fri May 05 18:28:14 CDT 2017,Trespassing/Unwanted,No Contact,"Tennant, Casey",1000 Prospect St
170000032001,Fri May 05 18:50:43 CDT 2017,Burglary - Vehicle,Report,"Wooten, Christopher",1150 E River Ridge Pkwyr
170000032002,Fri May 05 18:57:18 CDT 2017,Suspicious Vehicle,No Report,"Cormier, Claudia",Brown St/Greenpointe
170000032004,Fri May 05 19:15:42 CDT 2017,Accident - Major/Injury,Report,"Gonzales, Gavin",River Rd/RR Trestle
170000032005,Fri May 05 19:16:09 CDT 2017,Theft,No Contact,,641 E Hopkins St
170000032006,Fri May 05 19:17:12 CDT 2017,Animal Call,Verbal Warning,"Cormier, Claudia",1917 Dutton Dr
170000032009,Fri May 05 19:20:38 CDT 2017,Accident - Hit and Run,Blue Form Issue,"Sarver, Stephen",810 N LBJ Dr
170000032012,Fri May 05 19:29:52 CDT 2017,Attempt to Locate,No Contact,,201 SB
170000032015,Fri May 05 19:39:07 CDT 2017,Accident - Hit and Run,Blue Form Issue,"Davidson, Travis",310 Pat Garrison St
170000032018,Fri May 05 19:51:25 CDT 2017,Welfare Concern,No Contact,"Putnam, Justin",McGehee St/Encino St
170000032022,Fri May 05 20:01:01 CDT 2017,Disturbance - Noise,Verbal Warning,"Putnam, Justin",1236 Gravel St
170000032023,Fri May 05 20:02:14 CDT 2017,Disorderly Conduct,No Report,"Moreno, Jonathan",421 W San Antonio St
170000032026,Fri May 05 20:05:23 CDT 2017,Accident - Hit and Run,No Report,"Tureaud, Benjamin",1250 Sadler Dr
170000032027,Fri May 05 20:10:49 CDT 2017,Public Assist,No Report,"Charleswell, Eric",2300 S IH 35
170000032028,Fri May 05 20:14:58 CDT 2017,Investigation,No Report,"Moreno, Jonathan",1975 Aquarena Springs Dr
170000032032,Fri May 05 20:26:38 CDT 2017,,No Report,,
170000032033,Fri May 05 20:32:10 CDT 2017,Assist Outside Agency,No Report,"Sarver, Stephen",W Wonder World Dr/Old Ranch Road 12
170000032034,Fri May 05 20:36:06 CDT 2017,Accident - Fleet,No Report,"Sarver, Stephen",Wonder World Dr/W RR Tracks
170000032036,Fri May 05 20:43:40 CDT 2017,Accident - Hit and Run,No Report,"Tureaud, Benjamin",301 Telluride St
170000032037,Fri May 05 20:52:23 CDT 2017,Burglary - Habitation,Cancelled,"Moreno, Jonathan",222 Ramsay St
170000032042,Fri May 05 21:11:45 CDT 2017,Accident - Hit and Run,Blue Form Issue,"Sarver, Stephen",1602 Aquarena Springs Dr
170000032043,Fri May 05 21:13:04 CDT 2017,Accident - Unknown,Report,"Moreno, Jonathan",206 NB
170000032045,Fri May 05 21:13:37 CDT 2017,Suspicious Vehicle,No Report,"Charleswell, Eric",York Creek/W Access
170000032046,Fri May 05 21:17:21 CDT 2017,Disturbance - Verbal,No Report,"Tennant, Casey",1415 Craddock Ave
170000032047,Fri May 05 21:21:07 CDT 2017,Welfare Concern,No Report,"Charleswell, Eric",300 S Stagecoach Trl
170000032048,Fri May 05 21:29:14 CDT 2017,Disturbance - Noise,No Contact,"Cyrus, Lance",1951   Aquarena Springs Dr
170000032050,Fri May 05 21:42:46 CDT 2017,Assist EMS,No Report,"Tennant, Casey",1350 N LBJ Dr
170000032051,Fri May 05 21:45:01 CDT 2017,Burglary - Habitation,Report,"Cormier, Claudia",1401 Girard Ave
170000032054,Fri May 05 21:53:20 CDT 2017,Disorderly Conduct,Verbal Warning,"Seals, Bradley",218 N LBJ Dr
170000032059,Fri May 05 22:05:16 CDT 2017,Civil Matter,No Report,"Wooten, Christopher",213 Oakdale Dr
170000032062,Fri May 05 22:15:14 CDT 2017,Community Contact,No Report,"Seals, Bradley",217 E Hopkins St
170000032064,Fri May 05 22:18:07 CDT 2017,Child Custody,Cancelled,,345 Champions Blvd
170000032066,Fri May 05 22:25:51 CDT 2017,Public Intoxication,Arrest,"Seals, Bradley",217 E Hopkins St
170000032067,Fri May 05 22:33:13 CDT 2017,Close Patrol,No Report,"Putnam, Justin",1850 Aquarena Springs Dr
170000032068,Fri May 05 22:37:55 CDT 2017,Accident - Fleet,No Report,"Charleswell, Eric",440 Wonder World Dr
170000032071,Fri May 05 22:44:05 CDT 2017,Alarm - Robbery,False Alarm,"Tureaud, Benjamin",1520 S IH 35
170000032072,Fri May 05 22:49:01 CDT 2017,Disturbance - Noise,Not Verified,"Davidson, Travis",817 Chestnut St
170000032073,Fri May 05 22:49:57 CDT 2017,Close Patrol,No Report,"Gonzales, Gavin",913 Hwy 80
170000032074,Fri May 05 22:51:37 CDT 2017,Theft,No Report,"Tureaud, Benjamin",801 River Rd
170000032075,Fri May 05 22:59:43 CDT 2017,Viol City Ordinance,Verbal Warning,"Moreno, Jonathan",Younger St/Chestnut St
170000032076,Fri May 05 23:00:21 CDT 2017,Disturbance - Phys/Fight,No Report,"Cyrus, Lance",103 Lockhart St
170000032077,Fri May 05 23:01:23 CDT 2017,Disturbance - Noise,Verbal Warning,"Davidson, Travis",817 Chestnut St
170000032081,Fri May 05 23:22:16 CDT 2017,Alarm - Robbery,False Alarm,"Tennant, Casey",1520 S IH 35
170000032086,Fri May 05 23:30:03 CDT 2017,Accident - Minor,Blue Form Issue,"Seals, Bradley",S LBJ Dr/MLK Dr
170000032089,Fri May 05 23:38:10 CDT 2017,Mental Health Invest,No Report,"Moreno, Jonathan",701 S LBJ Dr
170000032091,Fri May 05 23:41:58 CDT 2017,Attempt to Locate,Ref oth Agncy,,208 NB
170000032092,Fri May 05 23:44:42 CDT 2017,Suspicious Vehicle,No Report,"Tennant, Casey",4001 S IH 35
170000032094,Fri May 05 23:48:09 CDT 2017,Suspicious Vehicle,No Report,"Gonzales, Gavin",1019 Hwy 80
170000032095,Fri May 05 23:52:01 CDT 2017,Assault,No Report,"Charleswell, Eric",2300 S IH 35
170000032096,Fri May 05 23:53:37 CDT 2017,Assist Outside Agency,No Report,"Gonzales, Gavin",E Access Rd/Rebecca St
170000032099,Fri May 05 23:56:11 CDT 2017,Disturbance - Noise,No Report,"Tureaud, Benjamin",1850 Aquarena Springs Dr
170000032101,Sat May 06 00:03:58 CDT 2017,Discharged Firearm,No Report,"Tennant, Casey",4000blk S Old Stagecoach Rd
170000032103,Sat May 06 00:14:59 CDT 2017,Welfare Concern,No Report,"Moreno, Jonathan",345 Champions Blvd
170000032107,Sat May 06 00:26:10 CDT 2017,Marijuana,No Report,"Gonzales, Gavin",109 West Ave
170000032108,Sat May 06 00:28:09 CDT 2017,Disturbance - Verbal,No Report,"Moreno, Jonathan",1354 Thorpe Ln
170000032111,Sat May 06 00:30:37 CDT 2017,Disturbance - Verbal,No Report,"Wooten, Christopher",1608 S IH 35
170000032113,Sat May 06 00:38:34 CDT 2017,Barking Dog,No Report,"Davidson, Travis",500blk W Hopkins St
170000032114,Sat May 06 00:38:51 CDT 2017,Disturbance - Verbal,Cancelled,,650 E Hopkins St
170000032116,Sat May 06 00:43:29 CDT 2017,Attempt to Locate,No Contact,,1601 N IH 35
170000032118,Sat May 06 00:51:35 CDT 2017,Disturbance - Noise,No Contact,"Tureaud, Benjamin",1850 Aquarena Springs Dr
170000032124,Sat May 06 01:09:00 CDT 2017,Suspicious Person,No Report,"Tureaud, Benjamin",1550 N IH 35
170000032127,Sat May 06 01:20:22 CDT 2017,Foot Patrol,No Report,"Moreno, Jonathan",100 N Guadalupe St
170000032129,Sat May 06 01:28:46 CDT 2017,Alcohol Violation,Citation Issued,"Hartman, Ryan",124 N LBJ Dr
170000032130,Sat May 06 01:30:13 CDT 2017,Investigation,No Report,"Moreno, Jonathan",W San Antonio St/Guadalupe St
170000032132,Sat May 06 01:31:54 CDT 2017,Suspicious Vehicle,No Report,"Tureaud, Benjamin",1109 N IH 35
170000032134,Sat May 06 01:33:46 CDT 2017,Public Intoxication,No Report,"Seals, Bradley",120 N LBJ Dr
170000032135,Sat May 06 01:33:57 CDT 2017,Suspicious Circumstances,No Report,"Tureaud, Benjamin",1422 River Rd
170000032136,Sat May 06 01:43:11 CDT 2017,Pedestrian Stop,Verbal Warning,"Ames, Garner",100blk N LBJ Dr
170000032137,Sat May 06 01:45:14 CDT 2017,Foot Patrol,No Report,"Tennant, Casey",100 W Hopkins St
170000032140,Sat May 06 01:58:18 CDT 2017,Accident - Unknown,No Report,"Tureaud, Benjamin",1655 Mill St
170000032141,Sat May 06 02:00:27 CDT 2017,Attempt to Locate,No Contact,"Seals, Bradley",202 E San Antonio St
170000032142,Sat May 06 02:02:26 CDT 2017,Viol City Ordinance,Verbal Warning,"Tennant, Casey",N Guadalupe St/W Hopkins St
170000032143,Sat May 06 02:03:55 CDT 2017,Mental Health Invest,No Report,"Gonzales, Gavin",1200 Barbara Dr
170000032144,Sat May 06 02:06:42 CDT 2017,Criminal Mischief,No Report,"Seals, Bradley",120 E San Antonio St
170000032146,Sat May 06 02:08:18 CDT 2017,Disturbance - Verbal,No Report,"Moreno, Jonathan",126 S Guadalupe St
170000032147,Sat May 06 02:14:19 CDT 2017,Viol City Ordinance,Citation Issued,"Hartman, Ryan",126 S Guadalupe St
170000032148,Sat May 06 02:18:56 CDT 2017,Disturbance - Verbal,Unfounded,"Moreno, Jonathan",1800 Post Rd
170000032150,Sat May 06 02:20:59 CDT 2017,Investigation,No Report,"Hartman, Ryan",100 N Guadalupe St
170000032152,Sat May 06 02:23:06 CDT 2017,Suspicious Person,Arrest,"Sarver, Stephen",W Hopkins St/Scott St
170000032153,Sat May 06 02:23:08 CDT 2017,Attempt to Locate,Verbal Warning,"Tennant, Casey",E Hopkins St/N Edward Gary St
170000032157,Sat May 06 02:30:58 CDT 2017,Public Assist,No Report,"Sarver, Stephen",W Hopkins St/Scott St
170000032158,Sat May 06 02:33:26 CDT 2017,Attempt to Locate,No Report,,Aquarena Springs Dr/West Ave
170000032160,Sat May 06 02:38:39 CDT 2017,Theft,No Report,"Wooten, Christopher",339 N Guadalupe St
170000032161,Sat May 06 02:47:25 CDT 2017,Alcohol Violation,Arrest,"Putnam, Justin",Craddock Ave/Old Ranch Road 12
170000032164,Sat May 06 02:52:32 CDT 2017,Assist Outside Agency,No Report,Kyle PD Unit,207 NB
170000032165,Sat May 06 02:54:35 CDT 2017,Public Intoxication,No Report,"Beller, Paul",1701 Mill St
170000032166,Sat May 06 02:55:31 CDT 2017,Assault - Aggravated,Arrest,"Moreno, Jonathan",1004 Hwy 123
170000032167,Sat May 06 03:06:46 CDT 2017,Accident - Minor,Blue Form Issue,,339 N Guadalupe St
170000032168,Sat May 06 03:13:55 CDT 2017,Disturbance - Noise,Verbal Warning,"Beller, Paul",1610 N IH 35
170000032169,Sat May 06 03:19:56 CDT 2017,Disturbance - Verbal,No Report,"Tureaud, Benjamin",121 Craddock Ave
170000032170,Sat May 06 03:22:54 CDT 2017,Suspicious Circumstances,Citation Issued,"Cyrus, Lance",1980 Aquarena Springs Dr
170000032171,Sat May 06 03:24:14 CDT 2017,Suicidal Person,Report,"Sarver, Stephen",138 N LBJ Dr
170000032173,Sat May 06 03:34:51 CDT 2017,Disturbance - Phys/Fight,No Report,"Tennant, Casey",1422 River Rd
170000032174,Sat May 06 03:50:22 CDT 2017,Marijuana,Unfounded,"Moreno, Jonathan",606 Bracewood Cir
170000032175,Sat May 06 03:57:42 CDT 2017,Pedestrian Stop,No Report,"Tureaud, Benjamin",2700 Hunter Rd Ste. B
170000032177,Sat May 06 04:05:40 CDT 2017,Suspicious Person,No Report,"Gonzales, Gavin",905 Hwy 80
170000032178,Sat May 06 04:06:14 CDT 2017,Public Assist,No Report,"Gonzales, Gavin",119 E Hutchison St
170000032179,Sat May 06 04:10:13 CDT 2017,Accident - Unknown,Report,"Moreno, Jonathan",1523 Old Ranch Road 12
170000032180,Sat May 06 04:23:21 CDT 2017,Suspicious Vehicle,No Report,"Gonzales, Gavin",1012 Hwy 123
170000032181,Sat May 06 04:35:32 CDT 2017,Welfare Concern,No Report,"Cyrus, Lance",705 Aquarena Springs Dr
170000032183,Sat May 06 04:45:47 CDT 2017,Assist Outside Agency,No Report,"Gonzales, Gavin",210 SB
170000032184,Sat May 06 04:46:20 CDT 2017,Suspicious Person,Report,"Davidson, Travis",109 Craddock Ave
170000032187,Sat May 06 05:07:42 CDT 2017,Discharged Firearm,No Report,"Cyrus, Lance",W Hopkins St/Moore St
170000032188,Sat May 06 05:12:23 CDT 2017,Information,No Report,"Davidson, Travis",1980 Aquarena Springs Dr
170000032192,Sat May 06 06:29:31 CDT 2017,Criminal Mischief,Report,"Smith, Marcus",1321 N IH 35
170000032195,Sat May 06 07:07:45 CDT 2017,Property - Lost/Found/Imp,No Report,"Smith, Marcus",127 Long St
170000032197,Sat May 06 08:13:18 CDT 2017,Welfare Concern,No Report,,1805 N IH 35
170000032200,Sat May 06 08:36:49 CDT 2017,Attempt to Locate,No Report,,204 Sb35 IH
170000032202,Sat May 06 08:44:59 CDT 2017,Sexual Assault,Report,"Beach, Brian",1100 Blk Conway Dr
170000032204,Sat May 06 09:38:09 CDT 2017,Mental Health Follow Up,No Report,"Bender, Joyce",2300 S IH 35
170000032205,Sat May 06 09:38:26 CDT 2017,Animal Call,Ref oth Agncy,,828 Burleson St
170000032207,Sat May 06 09:43:36 CDT 2017,Attempt to Locate,No Report,"Reeder, John",208 SB
170000032208,Sat May 06 09:51:29 CDT 2017,Public Assist,No Report,"Smith, Marcus",826 Burleson St
170000032210,Sat May 06 10:15:04 CDT 2017,Barking Dog,No Report,"Copeland, Kenneth",1409 Highland Dr
170000032212,Sat May 06 10:26:15 CDT 2017,Runaway - Recover,No Report,"Beach, Brian",1400 Clarewood Dr
170000032214,Sat May 06 10:40:45 CDT 2017,Accident - Minor,Blue Form Issue,,1109 N IH 35
170000032215,Sat May 06 10:51:54 CDT 2017,Theft,No Report,"Smith, Marcus",1637 Post Rd
170000032216,Sat May 06 10:58:57 CDT 2017,Vehicle Theft,No Report,"Copeland, Kenneth",350 North St
170000032217,Sat May 06 11:01:20 CDT 2017,Accident - Unknown,Blue Form Issue,"Wisener, Fred",600 Cape Rd
170000032218,Sat May 06 11:01:39 CDT 2017,Attempt to Locate,No Report,"Reeder, John",1000blk Hwy 123
170000032222,Sat May 06 11:21:04 CDT 2017,Animal Call,Ref oth Agncy,,801 Franklin Dr
170000032223,Sat May 06 11:30:48 CDT 2017,Attempt to Locate,No Report,,199 NB
170000032224,Sat May 06 11:41:31 CDT 2017,Accident - Minor,No Report,"Daenzer, Matthew",N C M Allen Pkwy/E Hopkins St
170000032225,Sat May 06 11:46:37 CDT 2017,Attempt to Locate,No Report,"Beach, Brian",3939 S IH 35
170000032226,Sat May 06 11:51:14 CDT 2017,Threat,No Report,"Beach, Brian",383 North Fork Rd
170000032228,Sat May 06 11:56:29 CDT 2017,Assault,Report,"Daenzer, Matthew",100blk N IH 35
170000032231,Sat May 06 11:57:09 CDT 2017,Inj to Child/Eld/Disabled,No Report,,210 S Stagecoach Trl
170000032233,Sat May 06 12:03:56 CDT 2017,Trespassing/Unwanted,Warning,"Daenzer, Matthew",1525 Aquarena Springs Dr
170000032234,Sat May 06 12:14:25 CDT 2017,Theft,No Report,"Beach, Brian",3939 S IH 35
170000032236,Sat May 06 12:21:42 CDT 2017,Supplement,No Report,"Easterly, Evan",2300 S IH 35
170000032237,Sat May 06 12:25:14 CDT 2017,Investigation,No Report,"Smith, Marcus",Spring Rd/Post Rd
170000032239,Sat May 06 12:33:48 CDT 2017,Theft,Report,"Smith, Marcus",222 Ramsay St
170000032240,Sat May 06 12:36:39 CDT 2017,Suspicious Person,No Report,"Beach, Brian",1635 Aquarena Springs Dr
170000032243,Sat May 06 13:03:13 CDT 2017,Counterfeiting,Report,"Beach, Brian",1121 N IH 35
170000032245,Sat May 06 13:26:02 CDT 2017,Disturbance - Verbal,No Report,"Beach, Brian",826 Burleson St
170000032246,Sat May 06 13:28:28 CDT 2017,Investigation,Citation Issued,"Raven, Scott",River Rd/Hwy 80
170000032249,Sat May 06 13:38:36 CDT 2017,Mental Health Invest,Cancelled,,1301 Wonder World Dr
170000032252,Sat May 06 13:50:50 CDT 2017,Welfare Concern,No Report,"Daenzer, Matthew",1646 Aquarena Springs Dr
170000032253,Sat May 06 13:54:28 CDT 2017,Trespassing/Unwanted,No Report,"Daenzer, Matthew",1321 N IH 35
170000032254,Sat May 06 13:57:05 CDT 2017,Accident - Minor,Blue Form Issue,"Smith, Marcus",730 E Hopkins St
170000032255,Sat May 06 14:00:14 CDT 2017,Assault,Ignore,,109 Craddock Ave
170000032256,Sat May 06 14:00:44 CDT 2017,Attempt to Locate,Ignore,,AXL04085 N SECTOR - AT&T MOBILITYOBILITY
170000032258,Sat May 06 14:08:28 CDT 2017,Mental Health Invest,No Report,"Tureaud, Benjamin",1001 Crepe Myrtle Dr
170000032261,Sat May 06 14:12:19 CDT 2017,Disturbance - Phys/Fight,No Report,"Easterly, Evan",1951 Hunter Rd
170000032264,Sat May 06 14:31:00 CDT 2017,Suspicious Person,No Report,"Reeder, John",1000 N LBJ Dr
170000032268,Sat May 06 14:40:12 CDT 2017,Suspicious Person,No Report,"Daenzer, Matthew",1350 N LBJ Dr
170000032270,Sat May 06 14:53:57 CDT 2017,Flagged Down,No Report,"Smith, Marcus",601 S C M Allen Pkwy
170000032272,Sat May 06 15:05:14 CDT 2017,Investigation,Citation Issued,"Raven, Scott",700 Cheatham St
170000032274,Sat May 06 15:18:03 CDT 2017,,Cancelled,,
170000032275,Sat May 06 15:18:37 CDT 2017,Assist EMS,No Report,"Wooten, Christopher",204 Sb35 IH
170000032276,Sat May 06 15:19:36 CDT 2017,Accident - Major/Injury,Blue Form Issue,"Easterly, Evan",1202 S IH 35
170000032278,Sat May 06 15:33:28 CDT 2017,Wanted Person,Arrest,"Beach, Brian",3939 S IH 35
170000032279,Sat May 06 15:33:49 CDT 2017,Attempt to Locate,No Report,"Reeder, John",199 NB
170000032282,Sat May 06 15:43:50 CDT 2017,Supplement,No Report,"Easterly, Evan",2300 S IH 35
170000032283,Sat May 06 15:45:28 CDT 2017,Trespassing/Unwanted,No Report,"Daenzer, Matthew",217 W Hopkins St
170000032291,Sat May 06 15:56:35 CDT 2017,Attempt to Locate,No Report,,201 NB
170000032286,Sat May 06 15:56:36 CDT 2017,Theft,Multiple Arrest,"Tennant, Casey",4015 S IH 35
170000032287,Sat May 06 16:05:55 CDT 2017,Attempt to Locate,No Report,,200 NB
170000032289,Sat May 06 16:08:22 CDT 2017,Animal Call,No Report,"Reeder, John",210 Juarez Ave
170000032294,Sat May 06 16:36:54 CDT 2017,Criminal Mischief,Report,"Raven, Scott",400 E Hopkins St
170000032295,Sat May 06 16:38:46 CDT 2017,Fraud,No Report,"Seals, Bradley",350 N Guadalupe St
170000032297,Sat May 06 16:47:21 CDT 2017,Suspicious Person,No Report,"Sarver, Stephen",1647 Post Rd
170000032298,Sat May 06 16:49:50 CDT 2017,Sexual Assault,Report,"Moreno, Jonathan",1400 Blk Craddock Ave
170000032299,Sat May 06 16:53:18 CDT 2017,Disturbance - Verbal,No Report,"Smith, Marcus",826 Burleson St
170000032300,Sat May 06 16:59:28 CDT 2017,Accident - Minor,Blue Form Issue,"Beller, Paul",1000blk Hwy 80
170000032308,Sat May 06 17:57:55 CDT 2017,Attempt to Locate,No Report,,199 NB
170000032311,Sat May 06 18:08:23 CDT 2017,Assist EMS,No Report,"Ortiz, Sam",4440 Old Stagecoach Rd
170000032313,Sat May 06 18:22:26 CDT 2017,Theft,No Report,"Wooten, Christopher",4015 S IH 35
170000032314,Sat May 06 18:28:05 CDT 2017,Suspicious Person,No Report,"Tureaud, Benjamin",116 S Edward Gary St
170000032315,Sat May 06 18:30:25 CDT 2017,Attempt to Locate,No Contact,,208 NB
170000032320,Sat May 06 18:48:47 CDT 2017,Disturbance - Verbal,No Report,"Tureaud, Benjamin",310 N IH 35
170000032323,Sat May 06 19:01:48 CDT 2017,Accident - Minor,Arrest,"Tureaud, Benjamin",601 S C M Allen Pkwy
170000032325,Sat May 06 19:21:40 CDT 2017,Robbery - Agg,No Report,"Tennant, Casey",209 N IH 35
170000032326,Sat May 06 19:25:25 CDT 2017,Information,No Report,"Hartman, Ryan",2300 S IH 35
170000032327,Sat May 06 19:26:33 CDT 2017,Attempt to Locate,No Contact,,920 Hwy 80
170000032328,Sat May 06 19:36:11 CDT 2017,Disturbance - Phys/Fight,No Report,"Moreno, Jonathan",112 West Ave
170000032330,Sat May 06 19:44:12 CDT 2017,Theft,Report,"Tennant, Casey",800 Barnes Dr
170000032333,Sat May 06 19:52:43 CDT 2017,Public Assist,No Report,"Mizanin, Rich",2300 S IH 35
170000032335,Sat May 06 19:59:30 CDT 2017,Investigation,No Report,"Gonzales, Gavin",608 Broadway St
170000032337,Sat May 06 20:03:16 CDT 2017,Suspicious Person,No Report,"Tureaud, Benjamin",903 N IH 35
170000032339,Sat May 06 20:19:49 CDT 2017,Suspicious Person,No Report,"Seals, Bradley",215 N LBJ Dr
170000032340,Sat May 06 20:20:44 CDT 2017,Theft,Report,"Charleswell, Eric",2300 S IH 35
170000032341,Sat May 06 20:22:25 CDT 2017,Foot Patrol,No Report,"Gonzales, Gavin",2601 Rattler Rd
170000032342,Sat May 06 20:23:47 CDT 2017,Disturbance - Noise,No Contact,"Wooten, Christopher",112 West Ave
170000032345,Sat May 06 20:30:52 CDT 2017,Investigation,Verbal Warning,"Hartman, Ryan",110 N LBJ Dr
170000032347,Sat May 06 20:32:19 CDT 2017,Attempt to Locate,Unfounded,"Wooten, Christopher",200 NB
170000032349,Sat May 06 20:34:48 CDT 2017,Accident - Minor,Report,"Wooten, Christopher",1415 Craddock Ave
170000032355,Sat May 06 20:51:10 CDT 2017,Welfare Concern,No Report,"Moreno, Jonathan",100 Riverside Dr
170000032357,Sat May 06 20:58:12 CDT 2017,Attempt to Locate,No Report,,W Woods St/N Comanche St
170000032358,Sat May 06 21:02:57 CDT 2017,Disturbance - Phys/Fight,No Report,"Tennant, Casey",1951 Aquarena Springs Dr
170000032359,Sat May 06 21:10:22 CDT 2017,Accident - Hit and Run,No Contact,,100 N Guadalupe St
170000032363,Sat May 06 21:18:05 CDT 2017,Assist Outside Agency,Blotter Report,"Cuadros, Bryant",Post Rd/Uhland Rd
170000032364,Sat May 06 21:29:21 CDT 2017,Animal Call,Ref oth Agncy,,1600BLK Old Ranch Road 12
170000032367,Sat May 06 21:39:52 CDT 2017,Supplement,No Report,"Tennant, Casey",1403 Girard Ave
170000032368,Sat May 06 21:45:31 CDT 2017,Suspicious Vehicle,No Report,"Tureaud, Benjamin",1501 Aquarena Springs Dr
170000032370,Sat May 06 21:47:33 CDT 2017,Suspicious Circumstances,Verbal Warning,"Gonzales, Gavin",Barnes Dr/E McCarty Ln
170000032371,Sat May 06 21:48:10 CDT 2017,Attempt to Locate,No Report,,210 SB
170000032372,Sat May 06 21:53:08 CDT 2017,Supplement,No Report,"Tureaud, Benjamin",1301 Wonder World Dr
170000032376,Sat May 06 22:06:50 CDT 2017,Disturbance - Verbal,Arrest,"Cyrus, Lance",1624 Aquarena Springs Dr
170000032379,Sat May 06 22:27:48 CDT 2017,Suspicious Person,No Report,"Tureaud, Benjamin",300BLK Lookout Ridge Lp
170000032380,Sat May 06 22:33:34 CDT 2017,Investigation,Arrest,"Seals, Bradley",114 E Hutchison St
170000032384,Sat May 06 22:55:24 CDT 2017,Information,No Report,"Tureaud, Benjamin",1619 N IH 35
170000032385,Sat May 06 22:59:45 CDT 2017,Theft,Refer To COPR,"Seals, Bradley",232 N LBJ Dr
170000032390,Sat May 06 23:29:33 CDT 2017,Barking Dog,No Report,"Sarver, Stephen",1409 Highland Dr
170000032394,Sat May 06 23:37:13 CDT 2017,Disturbance - Noise,Cancelled,,2601 Rattler Rd
170000032396,Sat May 06 23:38:50 CDT 2017,Pedestrian Stop,Verbal Warning,"Charleswell, Eric",200blk N Guadalupe St
170000032398,Sat May 06 23:46:33 CDT 2017,Assist EMS,No Report,"Tennant, Casey",1250 Sadler Dr
170000032399,Sat May 06 23:48:38 CDT 2017,Viol City Ordinance,Verbal Warning,"Gonzales, Gavin",205 S C M Allen Pkwy
170000032400,Sat May 06 23:52:21 CDT 2017,Assist Outside Agency,No Report,"Seals, Bradley",Charles Austin Dr/Aquarena Springs Dr
170000032407,Sun May 07 00:06:13 CDT 2017,Assist Outside Agency,No Report,"Gonzales, Gavin",Wonder World Dr/Hunter Rd
170000032408,Sun May 07 00:09:05 CDT 2017,Disturbance - Noise,Verbal Warning,"Wooten, Christopher",1016 W San Antonio St
170000032409,Sun May 07 00:16:13 CDT 2017,Disturbance - Noise,Not Verified,"Gonzales, Gavin",600blk W San Antonio St
170000032410,Sun May 07 00:24:45 CDT 2017,Assist Outside Agency,No Report,"Spriegel, Carl",207 NB
170000032417,Sun May 07 00:51:45 CDT 2017,Accident - Minor,Blue Form Issue,"Moreno, Jonathan",1415 Craddock Ave
170000032419,Sun May 07 00:54:54 CDT 2017,Attempt to Locate,No Report,,210 SB
170000032420,Sun May 07 00:56:52 CDT 2017,Suspicious Circumstances,No Report,,2300 S IH 35
170000032425,Sun May 07 01:05:40 CDT 2017,Disturbance - Phys/Fight,No Report,"Tureaud, Benjamin",120 E San Antonio St
170000032427,Sun May 07 01:14:30 CDT 2017,Accident - Hit and Run,Ref oth Agncy,"Moreno, Jonathan",1901 N IH 35
170000032428,Sun May 07 01:15:43 CDT 2017,Suicidal Person,No Report,"Davidson, Travis",Sagewood Trl/Craddock Ave (LBJ)
170000032429,Sun May 07 01:17:14 CDT 2017,Accident - Hit and Run,Blue Form Issue,"Gonzales, Gavin",105 N IH 35
170000032430,Sun May 07 01:22:00 CDT 2017,Public Intoxication,Arrest,"Seals, Bradley",100 E San Antonio St
170000032431,Sun May 07 01:22:51 CDT 2017,Disturbance - Noise,Citation Issued,"Moreno, Jonathan",650 River Rd
170000032432,Sun May 07 01:24:13 CDT 2017,Disturbance - Noise,Verbal Warning,"Beller, Paul",1850 Aquarena Springs Dr
170000032434,Sun May 07 01:33:11 CDT 2017,Investigation,No Report,"Seals, Bradley",120 E San Antonio St
170000032436,Sun May 07 01:39:15 CDT 2017,Investigation,No Report,"Cyrus, Lance",100 N Guadalupe St
170000032437,Sun May 07 01:43:40 CDT 2017,Pedestrian Stop,Verbal Warning,"Sarver, Stephen",126 S Guadalupe St
170000032438,Sun May 07 01:43:47 CDT 2017,Disturbance - Noise,Unfounded,"Beller, Paul",1975 Aquarena Springs Dr
170000032440,Sun May 07 01:45:57 CDT 2017,Disturbance - Noise,Unfounded,"Moreno, Jonathan",837 Sagewood Trl
170000032442,Sun May 07 01:56:46 CDT 2017,Public Intoxication,No Report,"Sarver, Stephen",W San Antonio St/Guadalupe St
170000032443,Sun May 07 01:58:56 CDT 2017,Alcohol Violation,Verbal Warning,"Tureaud, Benjamin",650 River Rd
170000032444,Sun May 07 02:00:05 CDT 2017,Attempt to Locate,No Report,"Hartman, Ryan",1550 N IH 35
