Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
180000035671,Sun Jun 10 01:57:30 CDT 2018,Foot Patrol,No Report,"Melendrez, Jacinto",126 S Guadalupe St
180000035672,Sun Jun 10 02:02:04 CDT 2018,Alcohol Violation,Verbal Warning,"Melendrez, Jacinto",126 S Guadalupe St
180000035673,Sun Jun 10 02:08:13 CDT 2018,Suspicious Person,No Report,"Anderson, Dillan",100blk N Edward Gary St
180000035674,Sun Jun 10 02:12:09 CDT 2018,Suspicious Person,No Report,"Germer, Christopher",123 N Edward Gary St
180000035675,Sun Jun 10 02:14:14 CDT 2018,Flagged Down,No Report,"Van Eeden, Cyril",100blk W San Antonio St
180000035676,Sun Jun 10 02:16:16 CDT 2018,Suspicious Vehicle,No Report,"Everette, Brian",202 Porter St
180000035677,Sun Jun 10 02:19:12 CDT 2018,Disturbance - Noise,Not Verified,"Anderson, Dillan",1805 Aquarena Springs Dr
180000035678,Sun Jun 10 02:19:51 CDT 2018,Suspicious Person,No Report,"Alvarado, Manuel",301 Comal St
180000035680,Sun Jun 10 02:27:04 CDT 2018,Close Patrol,No Report,"Murphy, Logan",105 Bintu Dr
180000035682,Sun Jun 10 02:31:15 CDT 2018,Suspicious Vehicle,No Report,"Williams, Jack",700 Barnes Dr
180000035685,Sun Jun 10 02:38:44 CDT 2018,Criminal Mischief,No Contact,"Gonzales, Gavin",209 Tampico St
180000035686,Sun Jun 10 02:42:51 CDT 2018,Disturbance - Verbal,No Report,"Germer, Christopher",1101 Leah Ave
180000035688,Sun Jun 10 02:49:17 CDT 2018,Information,No Report,"Gonzales, Gavin",705 River Rd
180000035690,Sun Jun 10 02:57:36 CDT 2018,Discharged Firearm,Multiple Arrest,"Anderson, Dillan",621 Knox St
180000035692,Sun Jun 10 03:09:03 CDT 2018,Disturbance - Verbal,Unfounded,"McGee, Miranda",2913 Hunter Rd
180000035693,Sun Jun 10 03:20:45 CDT 2018,,Ignore,,1031 Sycamore St
180000035694,Sun Jun 10 03:24:41 CDT 2018,Burglary - Habitation,No Report,"Gonzales, Gavin",126 Linden Ln
180000035695,Sun Jun 10 03:27:56 CDT 2018,Criminal Mischief,No Contact,"Anderson, Dillan",Broadway St/E Access Rd
180000035697,Sun Jun 10 03:47:42 CDT 2018,Suspicious Vehicle,No Report,"Alvarado, Manuel",205 S C M Allen Pkwy
180000035698,Sun Jun 10 03:49:33 CDT 2018,Trespassing/Unwanted,No Report,"Alvarado, Manuel",339 N Guadalupe St
180000035699,Sun Jun 10 03:59:49 CDT 2018,Disturbance - Noise,Unfounded,"Alvarado, Manuel",2913 Hunter Rd
180000035700,Sun Jun 10 04:02:26 CDT 2018,Trespassing/Unwanted,Arrest,"Alvarado, Manuel",1302 W Hopkins St
180000035702,Sun Jun 10 04:36:10 CDT 2018,Assist Outside Agency,No Report,"Pierce, Basil",628 Willow Creek Cir
180000035703,Sun Jun 10 04:41:17 CDT 2018,Investigation,No Report,"Alvarado, Manuel",403 Patricia Dr
180000035704,Sun Jun 10 04:51:36 CDT 2018,Unauth Use Vehicle,No Report,"Alvarado, Manuel",1201 Thorpe Ln
180000035705,Sun Jun 10 05:10:51 CDT 2018,Attempt to Locate,No Report,,Aquarena Springs Dr/W Access Rd
180000035708,Sun Jun 10 06:04:13 CDT 2018,Suspicious Person,Arrest,"Alvarado, Manuel",641 E Hopkins St
180000035710,Sun Jun 10 06:52:53 CDT 2018,Attempt to Locate,No Report,,198 NB
180000035711,Sun Jun 10 07:03:53 CDT 2018,Welfare Concern,No Report,"Crook, Daniel",1001 Hwy 123
180000035718,Sun Jun 10 08:34:50 CDT 2018,Welfare Concern,Ref oth Agncy,,1705 Cypress St
180000035720,Sun Jun 10 08:44:05 CDT 2018,Accident - Unknown,Ignore,,EXIT 208 SB
180000035721,Sun Jun 10 09:01:10 CDT 2018,Foot Patrol,No Report,"Derrickson, Jehu",2990 S IH 35
180000035723,Sun Jun 10 10:01:29 CDT 2018,Trespassing/Unwanted,Arrest,"Crook, Daniel",111 Centerpoint Ct
180000035731,Sun Jun 10 10:39:34 CDT 2018,Suspicious Vehicle,Cancelled,"Verver, Elias",2900blk N IH 35
180000035732,Sun Jun 10 10:45:10 CDT 2018,Suicidal Person,Report,"Verver, Elias",444 North Fork Rd
180000035734,Sun Jun 10 10:49:01 CDT 2018,Suspicious Vehicle,No Report,"Colburn, Billy",200 S C M Allen Pkwy
180000035735,Sun Jun 10 10:56:36 CDT 2018,Marijuana,Citation Issued,"Colburn, Billy",E Hopkins St/Riverside Dr
180000035736,Sun Jun 10 11:02:00 CDT 2018,Attempt to Locate,Ref oth Agncy,,205 NB
180000035740,Sun Jun 10 11:22:16 CDT 2018,Attempt to Locate,No Report,,Broadway St/Hwy 123
180000035741,Sun Jun 10 11:25:27 CDT 2018,Attempt to Locate,No Report,,208 SB
180000035743,Sun Jun 10 11:28:48 CDT 2018,Foot Patrol,No Report,"Sparenberg, Andrew",641 E Hopkins St
180000035744,Sun Jun 10 11:36:41 CDT 2018,Suspicious Circumstances,No Report,"Verver, Elias",201 Telluride St
180000035748,Sun Jun 10 12:31:43 CDT 2018,Animal Call,No Report,"Cormier, Claudia",1701 Mill St
180000035750,Sun Jun 10 12:41:22 CDT 2018,Public Assist,No Report,"Verver, Elias",201 Telluride St
180000035753,Sun Jun 10 13:01:50 CDT 2018,Animal Call,No Report,"Sparenberg, Andrew",900blk Gravel St
180000035754,Sun Jun 10 13:08:14 CDT 2018,Suspicious Person,No Report,"Verver, Elias",1850 Aquarena Springs Dr
180000035756,Sun Jun 10 13:13:17 CDT 2018,Accident - Minor,Report,"Raven, Scott",Cape Rd/Luciano Flores Blvd
180000035759,Sun Jun 10 13:19:20 CDT 2018,Investigation,No Report,"Colburn, Billy",E Hopkins St/Riverside Dr
180000035762,Sun Jun 10 13:59:01 CDT 2018,Attempt to Locate,No Report,"Verver, Elias",213 Sb35 IH
180000035763,Sun Jun 10 14:15:46 CDT 2018,Burglary - Habitation,No Report,"Reeder, John",315 Herndon St
180000035765,Sun Jun 10 14:21:21 CDT 2018,Attempt to Locate,No Report,"Verver, Elias",210 SB
180000035768,Sun Jun 10 14:24:28 CDT 2018,Public Assist,No Report,"Duckworth, Daniel",2300 S IH 35
180000035770,Sun Jun 10 14:46:10 CDT 2018,Accident - Minor,No Report,"Crook, Daniel",3939 S IH 35
180000035771,Sun Jun 10 14:51:53 CDT 2018,Suspicious Circumstances,No Report,"Crook, Daniel",1101 Leah Ave
180000035772,Sun Jun 10 14:53:23 CDT 2018,Threat,No Report,"Duckworth, Daniel",2301 Hunter Rd
180000035773,Sun Jun 10 15:16:35 CDT 2018,Mental Health Invest,No Report,"Verver, Elias",1301 Wonder World Dr
180000035774,Sun Jun 10 15:26:45 CDT 2018,Burglary - Habitation,No Report,"Crook, Daniel",518 Linda Dr
180000035777,Sun Jun 10 16:02:16 CDT 2018,Viol City Ordinance,Verbal Warning,"Raven, Scott",170 Charles Austin Dr
180000035779,Sun Jun 10 16:05:05 CDT 2018,Attempt to Locate,No Report,,3500blk Hwy 123
180000035780,Sun Jun 10 16:08:36 CDT 2018,Information,Ignore,,2300 S IH 35
180000035781,Sun Jun 10 16:12:56 CDT 2018,Viol City Ordinance,Verbal Warning,"Colburn, Billy",600 Cape Rd
180000035782,Sun Jun 10 16:14:34 CDT 2018,Threat,Arrest,"Melendrez, Jacinto",1101 Leah Ave
180000035784,Sun Jun 10 16:22:07 CDT 2018,Sexual Assault - Child,Report,"Casillas, Michael",1300 Blk Hwy 123
180000035785,Sun Jun 10 16:23:31 CDT 2018,Viol City Ordinance,Citation Issued,"Colburn, Billy",600 Cape Rd
180000035792,Sun Jun 10 16:45:12 CDT 2018,Viol City Ordinance,No Report,"Raven, Scott",170 Charles Austin Dr
180000035793,Sun Jun 10 16:48:39 CDT 2018,Investigation,Citation Issued,"Grice, Rusty",600 Cape Rd
180000035794,Sun Jun 10 16:51:49 CDT 2018,Attempt to Locate,No Report,"Williams, Jack",200 NB
180000035797,Sun Jun 10 17:06:19 CDT 2018,Investigation,Verbal Warning,"Leclerc, Kevin",600 Cape Rd
180000035799,Sun Jun 10 17:22:00 CDT 2018,Animal Call,No Report,"Anderson, Dillan",1701 Mill St
180000035800,Sun Jun 10 17:26:11 CDT 2018,Public Intoxication,No Report,"Raven, Scott",170 Charles Austin Dr
180000035801,Sun Jun 10 17:32:04 CDT 2018,Assist EMS,No Report,"Raven, Scott",170 Charles Austin Dr
180000035803,Sun Jun 10 17:44:12 CDT 2018,Public Assist,No Report,"McGee, Miranda",1202 Gravel St
180000035805,Sun Jun 10 17:52:26 CDT 2018,Disturbance - Verbal,No Report,"Melendrez, Jacinto",4040 Trail Ridge Pass
180000035806,Sun Jun 10 18:02:32 CDT 2018,Harassment,No Report,"Williams, Jack",2300 S IH 35
180000035807,Sun Jun 10 18:05:53 CDT 2018,Animal Call,No Contact,"Van Eeden, Cyril",1305 S IH 35
180000035808,Sun Jun 10 18:09:43 CDT 2018,Investigation,No Report,"Everette, Brian",1015 Hwy 80
180000035809,Sun Jun 10 18:18:44 CDT 2018,Viol City Ordinance,Citation Issued,"Colburn, Billy",209 S C M Allen Pkwy
180000035810,Sun Jun 10 18:28:09 CDT 2018,Animal Call,No Contact,"Jackson, Phillip",Wild Plum/Brazoria Trl
180000035812,Sun Jun 10 18:31:24 CDT 2018,Attempt to Locate,No Report,,206 SB
180000035814,Sun Jun 10 18:32:21 CDT 2018,Accident - Minor,Blue Form Issue,"Van Eeden, Cyril",170 Charles Austin Dr
180000035815,Sun Jun 10 18:33:31 CDT 2018,Accident - Minor,Blue Form Issue,"McGee, Miranda",Allen St/Craddock Ave
180000035816,Sun Jun 10 18:34:23 CDT 2018,Investigation,Unfounded,"Colburn, Billy",209 S C M Allen Pkwy
180000035817,Sun Jun 10 18:36:06 CDT 2018,Theft,No Report,"Williams, Jack",3939 S IH 35
180000035818,Sun Jun 10 18:38:02 CDT 2018,Attempt to Locate,Report,"Anderson, Dillan",Hwy 80/E Access Rd
180000035819,Sun Jun 10 18:43:54 CDT 2018,Attempt to Locate,No Report,,Post Rd/Yarrington Rd
180000035822,Sun Jun 10 19:03:41 CDT 2018,Assault,Arrest,"Anderson, Dillan",555 Cheatham St
180000035823,Sun Jun 10 19:17:29 CDT 2018,Attempt to Locate,Ignore,,199 SB
180000035824,Sun Jun 10 19:17:49 CDT 2018,Attempt to Locate,Verbal Warning,"Melendrez, Jacinto",199 NB
180000035825,Sun Jun 10 19:38:02 CDT 2018,Suspicious Circumstances,No Report,"Van Eeden, Cyril",170 Charles Austin Dr
180000035826,Sun Jun 10 19:39:33 CDT 2018,Attempt to Locate,No Report,,121 N Fredericksburg St
180000035828,Sun Jun 10 19:43:04 CDT 2018,Threat,No Report,"Williams, Jack",327 Riverside Dr
180000035830,Sun Jun 10 20:21:31 CDT 2018,Accident - Minor,No Report,"Van Eeden, Cyril",100blk E San Antonio St
180000035835,Sun Jun 10 20:51:33 CDT 2018,Disturbance - Verbal,No Report,"Murphy, Logan",1112 Faris St
180000035837,Sun Jun 10 20:58:24 CDT 2018,Disturbance - Phys/Fight,No Report,"Melendrez, Jacinto",208 Uhland Rd
180000035839,Sun Jun 10 21:08:14 CDT 2018,Supplement,No Report,"Gonzales, Gavin",2300 S IH 35
180000035840,Sun Jun 10 21:13:58 CDT 2018,,Ignore,,1202 Gravel St
180000035841,Sun Jun 10 21:14:45 CDT 2018,Supplement,No Report,"Gonzales, Gavin",4015 S IH 35
180000035843,Sun Jun 10 21:27:23 CDT 2018,Attempt to Locate,No Report,,205 SB
180000035848,Sun Jun 10 22:04:52 CDT 2018,Welfare Concern,Unfounded,"Everette, Brian",Hwy 80/Hwy 21
180000035850,Sun Jun 10 22:09:01 CDT 2018,Disturbance - Phys/Fight,Citation Issued,"Melendrez, Jacinto",200 N IH 35
180000035851,Sun Jun 10 22:11:12 CDT 2018,Welfare Concern,No Report,"Gonzales, Gavin",601 River Rd
180000035854,Sun Jun 10 23:06:30 CDT 2018,Information,No Report,,Aquarena Springs Dr/Charles Austin St
180000035855,Sun Jun 10 23:16:20 CDT 2018,Disturbance - Verbal,Arrest,"Melendrez, Jacinto",203 S Mitchell Ave
180000035857,Mon Jun 11 00:09:32 CDT 2018,Viol City Ordinance,Verbal Warning,"Gonzales, Gavin",205 S C M Allen Pkwy
180000035859,Mon Jun 11 00:15:57 CDT 2018,Close Patrol,No Report,"Gonzales, Gavin",1000 River Rd
180000035861,Mon Jun 11 00:18:29 CDT 2018,Investigation,No Report,"Gonzales, Gavin",705 River Rd
180000035864,Mon Jun 11 00:30:56 CDT 2018,Disturbance - Verbal,Arrest,"Melendrez, Jacinto",1410 Sunflower Ln
180000035865,Mon Jun 11 00:39:52 CDT 2018,Property - Lost/Found/Imp,No Report,"Gonzales, Gavin",660 E Hopkins St
180000035866,Mon Jun 11 00:43:00 CDT 2018,Suspicious Person,No Report,"Williams, Jack",2913 Hunter Rd
180000035872,Mon Jun 11 02:21:46 CDT 2018,Attempt to Locate,Arrest,"Williams, Jack",100blk Hays St
180000035875,Mon Jun 11 03:35:21 CDT 2018,Attempt to Locate,No Report,,208 SB
180000035877,Mon Jun 11 03:39:38 CDT 2018,Suspicious Vehicle,No Report,"Gonzales, Gavin",1015 Hwy 80
180000035879,Mon Jun 11 04:09:26 CDT 2018,Disturbance - Verbal,No Report,"Alvarado, Manuel",205 Brazoria Trl
180000035882,Mon Jun 11 04:57:47 CDT 2018,Disturbance - Verbal,No Report,"Marroquin, Christopher",1811 Medical Pkwy
180000035883,Mon Jun 11 05:05:56 CDT 2018,Assist Outside Agency,No Report,"Murphy, Logan",621 Knox St
180000035885,Mon Jun 11 06:05:45 CDT 2018,Suspicious Circumstances,No Report,"Casillas, Michael",258 Rush Haven
180000035893,Mon Jun 11 07:47:44 CDT 2018,Welfare Concern,No Report,"Swillinger, Brandon",EXIT 202 SB
180000035894,Mon Jun 11 07:50:59 CDT 2018,Welfare Concern,No Report,"Mendoza, Celedonio",Hwy 21/Hwy 80
180000035896,Mon Jun 11 08:09:55 CDT 2018,Civil Standby,Cancelled,,400 Linda Dr
180000035897,Mon Jun 11 08:16:12 CDT 2018,Alarm - Robbery,False Alarm,"Ellingson, Brian",209 N IH 35
180000035898,Mon Jun 11 08:30:42 CDT 2018,Assault,No Report,,1438 FM 1978
180000035899,Mon Jun 11 08:44:40 CDT 2018,Directed/Area Enforcement,No Report,"Castillo, Daniel",700blk W Hopkins St
180000035905,Mon Jun 11 09:14:13 CDT 2018,Accident - Hit and Run,No Report,,1980 Aquarena Springs Dr
180000035909,Mon Jun 11 09:43:33 CDT 2018,Burglary - Building,Report,"Smith, Marcus",328 N LBJ Dr
180000035910,Mon Jun 11 09:46:40 CDT 2018,Mental Health Invest,No Report,"Myers, Sam",2300 S IH 35
180000035912,Mon Jun 11 09:49:13 CDT 2018,Supplement,No Report,"Verver, Elias",2301 Hunter Rd
180000035921,Mon Jun 11 10:16:50 CDT 2018,,No Report,,1121 N IH 35
180000035922,Mon Jun 11 10:22:57 CDT 2018,Investigation,No Report,"Castillo, Daniel",222 Ramsay St
180000035923,Mon Jun 11 10:36:16 CDT 2018,Death Investigation,No Report,,1720 Old Ranch Road 12
180000035924,Mon Jun 11 10:43:01 CDT 2018,Death Investigation,No Report,,1720 Old Ranch Road 12
180000035926,Mon Jun 11 10:45:57 CDT 2018,Mental Health Invest,No Report,"Sheridan, Grant",2300 S IH 35
180000035935,Mon Jun 11 11:42:04 CDT 2018,Mental Health Follow Up,No Report,"Sheridan, Grant",2600 Hunter Rd
180000035936,Mon Jun 11 11:48:14 CDT 2018,Attempt to Locate,Ref oth Agncy,,202 NB
180000035938,Mon Jun 11 12:03:46 CDT 2018,Supplement,No Report,"Verver, Elias",2300 S IH 35
180000035939,Mon Jun 11 12:19:59 CDT 2018,Assist Outside Agency,Cancelled,,289 Silver Peak Dr
180000035944,Mon Jun 11 12:32:48 CDT 2018,Harassment,Refer To COPR,"Smith, Marcus",350 North St
180000035949,Mon Jun 11 12:43:58 CDT 2018,Suspicious Vehicle,No Report,"Swillinger, Brandon",100 Linda Dr
180000035954,Mon Jun 11 12:56:19 CDT 2018,Mental Health Follow Up,No Report,"Sheridan, Grant",1415 Craddock Ave
180000035956,Mon Jun 11 12:59:14 CDT 2018,Suicidal Person,No Report,"Ellingson, Brian",201 Telluride St
180000035957,Mon Jun 11 13:03:24 CDT 2018,Accident - Major/Injury,Report,"Mendoza, Celedonio",W Access Rd/Centerpoint Rd
180000035959,Mon Jun 11 13:18:44 CDT 2018,Wanted Person,No Report,"Smith, Marcus",401 N Fredericksburg St
180000035963,Mon Jun 11 13:47:58 CDT 2018,Attempt to Locate,No Report,"Mendoza, Celedonio",210 SB
180000035967,Mon Jun 11 13:53:22 CDT 2018,Welfare Concern,No Report,"Beller, Paul",2000 Medical Pkwy
180000035971,Mon Jun 11 14:20:31 CDT 2018,Mental Health Invest,No Report,"Sheridan, Grant",1205 Dartmouth Ave
180000035973,Mon Jun 11 14:27:29 CDT 2018,Mental Health Follow Up,No Report,"Myers, Sam",216 Braeden Brooke Dr
180000035974,Mon Jun 11 14:37:49 CDT 2018,Mental Health Follow Up,No Report,"Sheridan, Grant",2300 S IH 35
180000035977,Mon Jun 11 14:52:57 CDT 2018,Theft,Arrest,"Mendoza, Celedonio",1015 Hwy 80
180000035981,Mon Jun 11 15:11:25 CDT 2018,Accident - Minor,Blue Form Issue,"Smith, Marcus",102 N IH 35
180000035983,Mon Jun 11 15:16:21 CDT 2018,Theft,No Report,"Smith, Marcus",641 E Hopkins St
180000035984,Mon Jun 11 15:19:30 CDT 2018,Sexual Assault,No Report,"Swillinger, Brandon",2300 S IH 35
180000035985,Mon Jun 11 15:25:30 CDT 2018,Public Assist,Report,"Bennett, Caitlyn",2300 S IH 35
180000035987,Mon Jun 11 15:37:34 CDT 2018,Supplement,Ignore,,2300 S IH 35
180000035993,Mon Jun 11 15:58:55 CDT 2018,Vehicle Theft,Report,"Ellingson, Brian",3939 S IH 35
180000035996,Mon Jun 11 16:23:18 CDT 2018,Mental Health Follow Up,No Report,"Sheridan, Grant",111 Riviera St
180000035997,Mon Jun 11 16:36:08 CDT 2018,Theft,No Report,"Bennett, Caitlyn",1975 Aquarena Springs Dr
180000035998,Mon Jun 11 16:48:20 CDT 2018,Public Assist,No Report,"Smith, Marcus",2300 S IH 35
180000035999,Mon Jun 11 16:54:00 CDT 2018,Fraud,No Report,"Sarver, Stephen",651 Barnes Dr
180000036001,Mon Jun 11 17:04:28 CDT 2018,Welfare Concern,No Report,"Allen, Ashley",Riverside Dr/RR Tracks
180000036002,Mon Jun 11 17:11:12 CDT 2018,Sexual Assault - Child,Report,"Bennett, Caitlyn",500 Blk Linda Dr
180000036003,Mon Jun 11 17:15:01 CDT 2018,Information,No Report,"Tankersley, Chris",2300 S IH 35
180000036004,Mon Jun 11 17:36:20 CDT 2018,Mental Health Follow Up,No Report,"Sheridan, Grant",418 Field Corn Ln
180000036009,Mon Jun 11 18:09:33 CDT 2018,Public Assist,No Report,"Cormier, Claudia",2300 S IH 35
180000036013,Mon Jun 11 18:56:03 CDT 2018,Suicidal Person,Report,"Sarver, Stephen",1200 Mountain View Dr
180000036014,Mon Jun 11 19:03:08 CDT 2018,Public Assist,No Report,"Cope, John",2300 S IH 35
180000036015,Mon Jun 11 19:12:49 CDT 2018,Disturbance - Verbal,No Report,"Bennett, Caitlyn",1015 Hwy 80
180000036018,Mon Jun 11 19:30:57 CDT 2018,Recovered Stolen Vehicle,Report,"Cope, John",Airport Dr/Hwy 21
180000036020,Mon Jun 11 19:56:03 CDT 2018,Attempt to Locate,No Report,,198 NB
180000036021,Mon Jun 11 19:56:59 CDT 2018,Information,No Report,"Cyrus, Lance",2300 S IH 35
180000036023,Mon Jun 11 20:00:30 CDT 2018,Theft,No Report,"Stephens, Paul",221 Camaro Way
180000036025,Mon Jun 11 20:34:24 CDT 2018,Disturbance - Phys/Fight,No Report,"Kennedy, Nathan",1321 N IH 35
180000036027,Mon Jun 11 21:17:37 CDT 2018,Suspicious Circumstances,No Report,"Contreras, Ysidro",901 Vanessa St
180000036028,Mon Jun 11 21:29:37 CDT 2018,Information,Ref oth Agncy,,2300 S IH 35
180000036029,Mon Jun 11 21:32:49 CDT 2018,Assist EMS,Arrest,"Bennett, Caitlyn",520 Linda Dr
180000036030,Mon Jun 11 21:37:44 CDT 2018,Welfare Concern,No Report,"Kennedy, Nathan",1429 N IH 35
180000036031,Mon Jun 11 21:41:44 CDT 2018,Welfare Concern,No Report,"Sarver, Stephen",2300 S IH 35
180000036032,Mon Jun 11 21:45:43 CDT 2018,Suspicious Vehicle,No Report,"Bennett, Caitlyn",700blk Bandera St
180000036033,Mon Jun 11 21:46:51 CDT 2018,Attempt to Locate,No Report,,Cape Rd/River Rd
180000036034,Mon Jun 11 21:53:06 CDT 2018,Property - Lost/Found/Imp,No Report,,660 E Hopkins St
180000036035,Mon Jun 11 22:02:37 CDT 2018,Information,No Report,"Stephens, Paul",2300 S IH 35
180000036036,Mon Jun 11 22:06:16 CDT 2018,Vehicle Theft,No Report,"Allen, Ashley",1206 Stacy St
180000036040,Mon Jun 11 22:25:31 CDT 2018,Attempt to Locate,Ref oth Agncy,,202 SB
180000036041,Mon Jun 11 22:26:28 CDT 2018,Suicidal Person,No Report,"Sarver, Stephen",1271 Sadler Dr
180000036045,Mon Jun 11 23:03:27 CDT 2018,Supplement,No Report,"Bennett, Caitlyn",100 Carlson Cir
180000036046,Mon Jun 11 23:04:33 CDT 2018,Disturbance - Verbal,Unfounded,"Allen, Ashley",920 Hwy 80
180000036063,Tue Jun 12 01:01:33 CDT 2018,Disturbance - Phys/Fight,Report,"Kennedy, Nathan",N LBJ Dr/E Hopkins St
180000036065,Tue Jun 12 01:32:09 CDT 2018,Investigation,No Report,"Cope, John",117 E Hopkins St
180000036066,Tue Jun 12 01:41:04 CDT 2018,Investigation,No Report,"Kennedy, Nathan",1301 Wonder World Dr
180000036069,Tue Jun 12 01:53:34 CDT 2018,Suspicious Person,No Report,"Kennedy, Nathan",419 Linda Dr
180000036077,Tue Jun 12 03:50:13 CDT 2018,Death Investigation,Ref oth Agncy,,1301 Wonder World Dr
180000036079,Tue Jun 12 04:08:53 CDT 2018,Personal Break - PT,No Report,"Cormier, Claudia",2300 S IH 35
180000036083,Tue Jun 12 06:11:05 CDT 2018,Burglary - Building,Report,"Mendoza, Celedonio",900 N IH 35
180000036084,Tue Jun 12 07:01:54 CDT 2018,Burglary - Building,Report,"Mendoza, Celedonio",1000 Hwy 80
180000036085,Tue Jun 12 07:02:48 CDT 2018,Accident - Minor,Report,"Smith, Marcus",300 S LBJ Dr
180000036086,Tue Jun 12 07:05:27 CDT 2018,Assist Outside Agency,No Report,"Swillinger, Brandon",1250 Wonder World Dr
180000036088,Tue Jun 12 07:16:56 CDT 2018,Wanted Person,No Report,"Beach, Brian",1441 Leah Ave
180000036097,Tue Jun 12 08:06:37 CDT 2018,,Ignore,,
180000036098,Tue Jun 12 08:09:24 CDT 2018,Attempt to Locate,No Report,,500blk Wonder World Dr
180000036100,Tue Jun 12 08:14:57 CDT 2018,Disturbance - Noise,No Report,"Charleswell, Eric",1111 Avalon Ave
180000036105,Tue Jun 12 08:34:40 CDT 2018,Theft,No Report,"Mendoza, Celedonio",936 Field St
180000036106,Tue Jun 12 08:37:15 CDT 2018,Supplement,No Report,"Mendoza, Celedonio",1015 Hwy 80
180000036109,Tue Jun 12 08:42:55 CDT 2018,Attempt to Locate,Warning,"Castillo, Daniel",199 NB
180000036112,Tue Jun 12 08:50:57 CDT 2018,Trespassing/Unwanted,Warning,"Smith, Marcus",210 N Edward Gary St
180000036115,Tue Jun 12 09:03:12 CDT 2018,Burglary - Building,Report,"Mendoza, Celedonio",1404 Clarewood Dr
180000036136,Tue Jun 12 10:17:37 CDT 2018,Accident - Minor,Blue Form Issue,"Smith, Marcus",641 E Hopkins St
180000036138,Tue Jun 12 10:25:55 CDT 2018,Attempt to Locate,No Report,,202 NB
180000036140,Tue Jun 12 10:43:24 CDT 2018,Burglary - Building,No Report,,805 Dale Dr
180000036142,Tue Jun 12 10:47:37 CDT 2018,Assist Outside Agency,No Report,"Bender, Joyce",2300 S IH 35
180000036143,Tue Jun 12 10:49:20 CDT 2018,Disturbance - Phys/Fight,No Report,"Swillinger, Brandon",630 Centre St
180000036144,Tue Jun 12 10:52:38 CDT 2018,Burglary - Vehicle,Report,"Ellingson, Brian",1975 Aquarena Springs Dr
180000036155,Tue Jun 12 11:17:25 CDT 2018,Investigation,No Report,"Charleswell, Eric",419 Riverside Dr
180000036156,Tue Jun 12 11:17:54 CDT 2018,Public Assist,No Report,"Sheridan, Grant",2300 S IH 35
180000036161,Tue Jun 12 11:57:11 CDT 2018,Information,No Report,"DeLuna, Vincent",2300 S IH 35
180000036162,Tue Jun 12 12:01:58 CDT 2018,Mental Health Follow Up,No Report,"Sheridan, Grant",2300 S IH 35
180000036163,Tue Jun 12 12:19:29 CDT 2018,Attempt to Locate,No Report,,Aquarena Springs Dr/E Sessom Dr
180000036168,Tue Jun 12 12:32:39 CDT 2018,,Ignore,,1237 Conway Dr
180000036173,Tue Jun 12 12:57:13 CDT 2018,Attempt to Locate,No Report,,500blk Wonder World Dr
180000036180,Tue Jun 12 13:38:08 CDT 2018,Pedestrian Stop,Arrest,"Smith, Marcus",N Guadalupe St/E Hopkins St
180000036184,Tue Jun 12 13:51:40 CDT 2018,Investigation,No Report,"Balusek, Tracy",2300 S IH 35
180000036189,Tue Jun 12 14:10:01 CDT 2018,Investigation,No Report,"Ellingson, Brian",712 S Stagecoach Trl
180000036192,Tue Jun 12 14:25:27 CDT 2018,Mental Health Follow Up,No Report,"Bender, Joyce",518 Franklin Dr
180000036194,Tue Jun 12 14:40:25 CDT 2018,Mental Health Follow Up,No Report,"Bender, Joyce",1241 W Hopkins St
180000036198,Tue Jun 12 15:00:45 CDT 2018,Wanted Person,No Report,"Ellingson, Brian",120 Blair Ct
180000036200,Tue Jun 12 15:02:05 CDT 2018,,No Report,,1019 Gravel St
180000036203,Tue Jun 12 15:17:45 CDT 2018,Mental Health Follow Up,No Report,"Myers, Sam",209 Orchard St
180000036204,Tue Jun 12 15:25:36 CDT 2018,Criminal Mischief,Report,"Beller, Paul",601 Leah Ave
180000036206,Tue Jun 12 15:31:47 CDT 2018,,TDD Challenged,,AXL04023 SE SECTOR - AT&T MOBILITYMOBILI
180000036207,Tue Jun 12 15:32:05 CDT 2018,Mental Health Follow Up,No Contact,"Myers, Sam",222 Ramsay St
180000036211,Tue Jun 12 15:40:47 CDT 2018,Mental Health Follow Up,No Report,"Myers, Sam",100 Warden Ln
180000036212,Tue Jun 12 15:41:44 CDT 2018,Attempt to Locate,No Report,,200 NB
180000036213,Tue Jun 12 15:44:54 CDT 2018,Information,No Report,"Sheridan, Grant",1200 N Bishop
180000036215,Tue Jun 12 15:50:50 CDT 2018,Mental Health Follow Up,No Report,"Myers, Sam",1101 E River Ridge Pkwy
180000036217,Tue Jun 12 15:54:15 CDT 2018,Public Assist,No Report,"Allen, Ashley",701 S LBJ Dr
180000036218,Tue Jun 12 16:01:56 CDT 2018,Mental Health Follow Up,No Report,"Myers, Sam",702 Alabama St
180000036220,Tue Jun 12 16:06:36 CDT 2018,Trespassing/Unwanted,No Report,"Allen, Ashley",701 S LBJ Dr
180000036221,Tue Jun 12 16:09:24 CDT 2018,Animal Call,No Contact,"Ortiz, Sam",555 Cheatham St
180000036222,Tue Jun 12 16:11:31 CDT 2018,Theft,Arrest,"Bennett, Caitlyn",1015 Hwy 80
